epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,300.468,1.31957,4.01274,1.49155,0.57096,0.44447,0.41945,0.33959,0.80703,7.6642,1.23088,0.00013336,0.00013336,0.00013336
